,carat,cut,color,clarity,depth,table,price
1776,0.5,Excellent,F,VS1,60.8,57,"$1,872 "
1777,0.5,Excellent,F,VS2,60.8,57,"$1,901 "
1778,0.5,Excellent,D,VS1,61.7,56,"$1,966 "
1779,0.5,Excellent,D,VS2,61.5,56,"$1,973 "
1780,0.5,Excellent,F,VS1,61.2,58,"$2,037 "
1781,0.5,Excellent,D,VS2,61.8,57,"$2,067 "
1782,0.5,Excellent,E,VVS2,60.4,57,"$2,090 "
1783,0.5,Excellent,F,IF,60.6,57,"$2,293 "
1784,0.5,Excellent,D,VS1,61.5,56,"$2,330 "
1785,0.5,Excellent,F,VVS2,61.9,55,"$2,359 "
1786,0.5,Excellent,F,VVS2,61,57,"$2,359 "
1787,0.5,Excellent,D,VVS2,61.6,55,"$2,456 "
1788,0.5,Excellent,D,VVS1,60.5,58,"$2,531 "
1789,0.5,Excellent,F,VVS1,60.9,58,"$2,582 "
1790,0.5,Excellent,F,VVS1,61.4,55,"$2,582 "
1791,0.5,Excellent,F,VVS1,60.7,57,"$2,582 "
1792,0.5,Excellent,F,IF,61.3,57,"$2,643 "
1793,0.5,Excellent,F,IF,60.6,58,"$2,643 "
1794,0.5,Excellent,D,VVS2,61.8,57,"$2,784 "
1795,0.5,Excellent,E,IF,61.8,56,"$2,908 "
1796,0.44,Excellent,I,SI1,62,57,$994 
1797,0.44,Excellent,H,VS1,61.5,56,"$1,236 "
1798,0.44,Excellent,F,VVS2,61.8,56,"$1,358 "
1799,0.44,Excellent,D,VVS2,61.5,56,"$1,433 "
1800,0.44,Excellent,E,IF,62,56,"$2,132 "
1801,0.43,Excellent,H,VS1,61.8,55,"$1,265 "
1802,0.43,Excellent,H,VS1,62.1,55,"$1,265 "
1803,0.43,Excellent,G,VVS1,62.2,56,"$1,463 "
1804,0.43,Excellent,E,VVS2,61.3,56,"$1,692 "
1805,0.43,Excellent,F,VVS1,61.4,56,"$1,837 "
1806,0.43,Excellent,F,VVS1,62,56,"$1,837 "
1807,0.42,Excellent,I,VS1,62.1,55,$914 
1808,0.42,Excellent,J,VVS2,61.7,56,$921 
1809,0.42,Excellent,E,SI1,61.7,56,"$1,020 "
1810,0.42,Excellent,H,VS2,62.3,56,"$1,034 "
1811,0.42,Excellent,I,VS1,60.9,57,"$1,044 "
1812,0.42,Excellent,H,SI1,61.7,55,"$1,056 "
1813,0.42,Excellent,I,VS1,61.5,56,"$1,070 "
1814,0.42,Excellent,D,SI1,61.4,56,"$1,095 "
1815,0.42,Excellent,H,VS2,62,56,"$1,128 "
1816,0.42,Excellent,F,SI1,61.8,56,"$1,148 "
1817,0.42,Excellent,H,VS1,61.2,56,"$1,180 "
1818,0.42,Excellent,G,VS1,62,55,"$1,250 "
1819,0.42,Excellent,G,VS1,61.7,55,"$1,267 "
1820,0.42,Excellent,G,VS1,61.6,56,"$1,267 "
1821,0.42,Excellent,D,VS1,61.8,56,"$1,274 "
1822,0.42,Excellent,E,VS2,62,57,"$1,284 "
1823,0.42,Excellent,D,VS2,62,56,"$1,285 "
1824,0.42,Excellent,F,VS2,62,56,"$1,299 "
1825,0.42,Excellent,G,VVS2,61.8,55,"$1,334 "
1826,0.42,Excellent,D,VVS2,61.7,55,"$1,507 "
1827,0.42,Excellent,F,VVS2,61.1,57,"$1,554 "
1828,0.42,Excellent,F,VVS2,62,57,"$1,554 "
1829,0.42,Excellent,E,VVS1,62.3,56,"$1,908 "
1830,0.41,Excellent,J,SI1,62.1,55,$809 
1831,0.41,Excellent,I,VVS2,61.7,56,$930 
1832,0.41,Excellent,I,VS2,62.1,56,$965 
1833,0.41,Excellent,G,SI1,61.4,57,$979 
1834,0.41,Excellent,G,SI1,60.9,57,"$1,036 "
1835,0.41,Excellent,H,VVS1,61.9,55,"$1,056 "
1836,0.41,Excellent,I,VVS2,61.6,56,"$1,060 "
1837,0.41,Excellent,E,SI1,60.9,56,"$1,080 "
1838,0.41,Excellent,H,VS2,62,55,"$1,093 "
1839,0.41,Excellent,G,SI1,60.2,58,"$1,115 "
1840,0.41,Excellent,G,VS2,62.2,56,"$1,117 "
1841,0.41,Excellent,H,VS2,61.8,55,"$1,124 "
1842,0.41,Excellent,G,VS2,61.8,57,"$1,132 "
1843,0.41,Excellent,H,VS2,61.6,56,"$1,145 "
1844,0.41,Excellent,D,SI1,61.7,56,"$1,148 "
1845,0.41,Excellent,D,SI1,61.1,57,"$1,179 "
1846,0.41,Excellent,F,VS2,61.5,56,"$1,188 "
1847,0.41,Excellent,H,VVS1,61.9,55,"$1,192 "
1848,0.41,Excellent,G,VS1,61.7,56,"$1,194 "
1849,0.41,Excellent,G,VS2,61.1,57,"$1,209 "
1850,0.41,Excellent,G,VS2,61.1,56,"$1,209 "
1851,0.41,Excellent,G,VS2,61.7,57,"$1,209 "
1852,0.41,Excellent,G,VS1,61.6,56,"$1,220 "
1853,0.41,Excellent,F,VS2,61.5,56,"$1,221 "
1854,0.41,Excellent,F,VS2,61.7,55,"$1,221 "
1855,0.41,Excellent,F,VS2,61.6,55,"$1,221 "
1856,0.41,Excellent,G,VS1,61.2,56,"$1,229 "
1857,0.41,Excellent,G,VVS2,61.6,56,"$1,230 "
1858,0.41,Excellent,H,VVS1,61.7,57,"$1,235 "
1859,0.41,Excellent,G,VS1,61.1,56,"$1,237 "
1860,0.41,Excellent,G,VS1,61.5,56,"$1,237 "
1861,0.41,Excellent,G,VVS2,61.9,56,"$1,256 "
1862,0.41,Excellent,F,VS1,61.3,55,"$1,256 "
1863,0.41,Excellent,F,VS1,61.5,56,"$1,298 "
1864,0.41,Excellent,G,VVS2,61.5,56,"$1,302 "
1865,0.41,Excellent,D,VS2,61.6,56,"$1,315 "
1866,0.41,Excellent,D,VS2,61.5,55,"$1,315 "
1867,0.41,Excellent,F,VS1,62.1,56,"$1,328 "
1868,0.41,Excellent,G,VVS1,61.9,56,"$1,395 "
1869,0.41,Excellent,G,VVS1,61.6,56,"$1,395 "
1870,0.41,Excellent,F,VVS2,61.5,58,"$1,517 "
1871,0.41,Excellent,F,VVS1,61.1,56,"$1,534 "
1872,0.41,Excellent,I,SI1,60.9,57,"$1,535 "
1873,0.4,Excellent,J,SI1,61.3,56,$789 
1874,0.4,Excellent,J,VVS2,61.8,56,$877 
1875,0.4,Excellent,J,VS1,61.1,57,$943 
1876,0.4,Excellent,I,VVS2,60.8,58,$984 
1877,0.4,Excellent,H,VS2,62.2,56,$987 
1878,0.4,Excellent,H,VS1,62.2,56,$998 
1879,0.4,Excellent,I,VVS1,62.3,56,"$1,002 "
1880,0.4,Excellent,G,SI1,61.5,57,"$1,030 "
1881,0.4,Excellent,H,VS2,61.7,56,"$1,043 "
1882,0.4,Excellent,H,VS1,62,55,"$1,055 "
1883,0.4,Excellent,H,VS2,61.9,56,"$1,097 "
1884,0.4,Excellent,F,VS1,61.5,56,"$1,101 "
1885,0.4,Excellent,H,VVS2,61.4,57,"$1,103 "
1886,0.4,Excellent,H,VS2,60.5,57,"$1,117 "
1887,0.4,Excellent,H,VVS2,60.7,58,"$1,138 "
1888,0.4,Excellent,E,VS1,61.4,57,"$1,157 "
1889,0.4,Excellent,H,VS1,61.8,55,"$1,159 "
1890,0.4,Excellent,G,VS2,61.8,57,"$1,165 "
1891,0.4,Excellent,H,VS1,61.8,56,"$1,169 "
1892,0.4,Excellent,G,VS1,61.6,56,"$1,191 "
1893,0.4,Excellent,G,VS1,61.6,56,"$1,199 "
1894,0.4,Excellent,H,VVS1,61.9,56,"$1,205 "
1895,0.4,Excellent,H,VVS1,61.5,57,"$1,205 "
1896,0.4,Excellent,G,VS1,61.7,57,"$1,206 "
1897,0.4,Excellent,G,VS1,62,57,"$1,206 "
1898,0.4,Excellent,G,VVS2,61.8,56,"$1,217 "
1899,0.4,Excellent,G,VVS1,61.1,57,"$1,218 "
1900,0.4,Excellent,D,VS2,61.7,56,"$1,222 "
1901,0.4,Excellent,E,VS2,61.6,56,"$1,223 "
1902,0.4,Excellent,G,VVS2,61,58,"$1,232 "
1903,0.4,Excellent,G,VVS2,61.5,56,"$1,270 "
1904,0.4,Excellent,G,VVS2,61.5,56,"$1,270 "
1905,0.4,Excellent,G,VVS2,61.6,56,"$1,270 "
1906,0.4,Excellent,G,VVS2,62.2,56,"$1,270 "
1907,0.4,Excellent,E,VS1,61.7,56,"$1,284 "
1908,0.4,Excellent,G,VVS1,61.6,56,"$1,347 "
1909,0.4,Excellent,G,VVS1,61,56,"$1,361 "
1910,0.4,Excellent,G,VVS1,61.7,56,"$1,361 "
1911,0.4,Excellent,G,VVS1,62,57,"$1,361 "
1912,0.4,Excellent,G,VVS1,61.7,56,"$1,361 "
1913,0.4,Excellent,G,VVS1,60.6,57,"$1,361 "
1914,0.4,Excellent,G,VVS1,61.7,55,"$1,361 "
1915,0.4,Excellent,D,VVS2,61.6,55,"$1,435 "
1916,0.4,Excellent,F,VVS2,61.6,57,"$1,480 "
1917,0.4,Excellent,F,VVS2,61.6,55,"$1,480 "
1918,0.4,Excellent,F,VVS2,61.5,56,"$1,480 "
1919,0.4,Excellent,F,VVS2,61.8,56,"$1,480 "
1920,0.4,Excellent,F,VVS2,61.7,56,"$1,480 "
1921,0.4,Excellent,D,VVS1,61.6,56,"$1,614 "
1922,0.4,Excellent,H,VS2,61.3,60,$804 
1923,0.39,Excellent,I,VS2,61.8,56,$792 
1924,0.38,Excellent,H,SI2,61.1,56,$654 
1925,0.38,Excellent,H,VS1,61.4,56,$830 
1926,0.38,Excellent,F,VVS2,61.9,56,"$1,107 "
1927,0.37,Excellent,G,VS2,61.7,56,$935 
1928,0.37,Excellent,F,VS2,61.5,56,$949 
1929,0.37,Excellent,E,VVS1,61.7,57,"$1,103 "
1930,0.37,Excellent,D,VVS1,61.5,58,"$1,225 "
1931,0.36,Excellent,J,VS1,61.8,56,$653 
1932,0.36,Excellent,H,SI1,61.7,56,$704 
1933,0.36,Excellent,I,VS2,61.4,56,$723 
1934,0.36,Excellent,I,VS1,61.4,56,$745 
1935,0.36,Excellent,G,SI1,61.2,57,$749 
1936,0.36,Excellent,I,VVS1,61.3,56,$801 
1937,0.36,Excellent,D,VS2,61.6,56,$900 
1938,0.36,Excellent,H,VS1,61.9,57,$905 
1939,0.35,Excellent,I,SI1,61.3,58,$644 
1940,0.35,Excellent,I,VS1,62.4,54,$683 
1941,0.35,Excellent,G,SI1,61.7,56,$709 
1942,0.35,Excellent,I,IF,60.9,57,$808 
1943,0.35,Excellent,I,IF,61.2,55,$813 
1944,0.35,Excellent,D,SI1,61,57,$816 
1945,0.35,Excellent,E,VS2,60.6,57,$959 
1946,0.35,Excellent,F,VVS2,61.9,56,$983 
1947,0.34,Excellent,H,SI2,61.6,55,$645 
1948,0.34,Excellent,D,SI1,61.9,54,$662 
1949,0.34,Excellent,J,VVS1,61.6,56,$670 
1950,0.34,Excellent,D,SI1,61.7,56,$699 
1951,0.34,Excellent,I,VS2,62,57,$702 
1952,0.34,Excellent,I,VS1,60.9,56,$703 
1953,0.34,Excellent,I,VS2,62,56,$706 
1954,0.34,Excellent,F,SI1,61.6,56,$714 
1955,0.34,Excellent,H,VS1,61.1,57,$719 
1956,0.34,Excellent,F,SI1,61.7,57,$733 
1957,0.34,Excellent,G,VS1,61.8,57,$772 
1958,0.34,Excellent,D,VS2,61.6,56,$801 
1959,0.34,Excellent,F,VS1,61.8,56,$826 
1960,0.34,Excellent,E,VS2,61.7,56,$849 
1961,0.34,Excellent,E,VS1,61,57,$861 
1962,0.34,Excellent,F,VS1,61.4,56,$908 
1963,0.34,Excellent,D,VVS2,61.8,55,"$1,009 "
1964,0.34,Excellent,F,VVS1,60.9,57,"$1,030 "
1965,0.34,Excellent,E,VVS2,62.2,56,"$1,083 "
1966,0.34,Excellent,E,VVS1,61.4,57,"$1,250 "
1967,0.34,Excellent,D,IF,61.9,56,"$1,694 "
1968,0.33,Excellent,I,SI1,61.6,55,$607 
1969,0.33,Excellent,J,VVS2,61.6,56,$613 
1970,0.33,Excellent,I,SI1,61.7,55,$616 
1971,0.33,Excellent,I,SI1,61.9,55,$620 
1972,0.33,Excellent,H,VS1,61.7,56,$678 
1973,0.33,Excellent,G,SI1,61.1,57,$678 
1974,0.33,Excellent,I,IF,61.8,56,$700 
1975,0.33,Excellent,I,IF,61.4,55,$700 
1976,0.33,Excellent,G,VVS2,62.2,54,$733 
1977,0.33,Excellent,H,VS1,62,55,$738 
1978,0.33,Excellent,F,VS2,61.4,56,$777 
1979,0.33,Excellent,E,VS2,61,56,$777 
1980,0.33,Excellent,D,VS2,61.4,57,$778 
1981,0.33,Excellent,G,VS2,61.7,56,$813 
1982,0.33,Excellent,H,VS1,61.5,56,$830 
1983,0.33,Excellent,D,VS2,61.8,57,$832 
1984,0.33,Excellent,H,VVS2,60.9,56,$834 
1985,0.33,Excellent,E,VS1,61.7,57,$838 
1986,0.33,Excellent,H,VVS2,60.7,57,$845 
1987,0.33,Excellent,H,VVS1,61.5,55,$847 
1988,0.33,Excellent,F,VS2,61.9,57,$858 
1989,0.33,Excellent,F,VS2,61.6,56,$858 
1990,0.33,Excellent,F,VS1,61.4,56,$881 
1991,0.33,Excellent,E,VS1,61.4,56,$903 
1992,0.33,Excellent,D,VS2,61.2,56,$939 
1993,0.33,Excellent,F,VVS2,61.2,57,$988 
1994,0.33,Excellent,D,VVS2,60.5,58,"$1,111 "
1995,0.32,Excellent,I,VS2,60.8,56,$603 
1996,0.32,Excellent,J,VS1,61.4,56,$609 
1997,0.32,Excellent,H,SI1,61.2,57,$626 
1998,0.32,Excellent,G,SI1,61.5,56,$657 
1999,0.32,Excellent,H,VVS2,61.2,56,$657 
2000,0.32,Excellent,F,SI1,61.5,57,$672 
2001,0.32,Excellent,F,VVS2,61.5,58,$715 
2002,0.32,Excellent,F,VS2,61.6,57,$753 
2003,0.32,Excellent,E,VS2,61.9,56,$754 
2004,0.32,Excellent,G,VVS2,61.2,55,$792 
2005,0.32,Excellent,F,SI1,61.5,55,$795 
2006,0.32,Excellent,E,VS1,60.8,57,$795 
2007,0.32,Excellent,D,VS2,62.3,56,$800 
2008,0.32,Excellent,D,VS1,61.7,56,$812 
2009,0.32,Excellent,G,VS2,61.7,55,$819 
2010,0.32,Excellent,D,VS2,60.9,57,$821 
2011,0.32,Excellent,G,VS1,61.4,56,$843 
2012,0.32,Excellent,G,VS1,61.6,55,$843 
2013,0.32,Excellent,E,VS2,61.6,55,$843 
2014,0.32,Excellent,F,VVS2,61.5,56,$847 
2015,0.32,Excellent,G,VVS1,60.6,58,$850 
2016,0.32,Excellent,G,VVS1,61.7,56,$850 
2017,0.32,Excellent,F,VVS2,61.4,54,$852 
2018,0.32,Excellent,E,VS1,61.6,55,$876 
2019,0.32,Excellent,F,VVS1,60.9,57,$906 
2020,0.32,Excellent,F,VVS1,61.4,57,$908 
2021,0.32,Excellent,F,VVS2,61.9,56,$932 
2022,0.32,Excellent,F,VVS2,61.7,55,$958 
2023,0.32,Excellent,F,VVS2,61.6,55,$958 
2024,0.32,Excellent,F,VVS2,61.8,57,$958 
2025,0.32,Excellent,F,VVS2,61.8,56,$958 
2026,0.32,Excellent,F,VVS1,61.6,58,"$1,097 "
2027,0.32,Excellent,F,IF,62,57,"$1,142 "
2028,0.32,Excellent,D,VVS2,61.4,57,"$1,144 "
2029,0.32,Excellent,F,VVS1,61.4,57,"$1,158 "
2030,0.32,Excellent,F,VVS1,60.7,57,"$1,158 "
2031,0.32,Excellent,E,IF,61.7,55,"$1,214 "
2032,0.31,Excellent,I,VS1,61.6,55,$601 
2033,0.31,Excellent,G,SI2,61.6,55,$649 
2034,0.31,Excellent,G,SI2,61.5,56,$649 
2035,0.31,Excellent,F,SI1,61,56,$651 
2036,0.31,Excellent,I,VVS1,61.6,55,$684 
2037,0.31,Excellent,I,IF,61.1,57,$699 
2038,0.31,Excellent,H,IF,62.2,56,$718 
2039,0.31,Excellent,F,VS2,61.3,57,$730 
2040,0.31,Excellent,G,VVS2,61.2,56,$767 
2041,0.31,Excellent,G,VVS2,61.9,55,$767 
2042,0.31,Excellent,E,VS1,61.7,58,$770 
2043,0.31,Excellent,H,VS1,61.2,56,$771 
2044,0.31,Excellent,G,VS2,61.6,55,$789 
2045,0.31,Excellent,G,VS2,61.5,56,$789 
2046,0.31,Excellent,H,VVS1,61.7,55,$796 
2047,0.31,Excellent,D,VS2,61.6,56,$804 
2048,0.31,Excellent,F,VS1,61.3,56,$807 
2049,0.31,Excellent,G,VS1,61.6,56,$816 
2050,0.31,Excellent,G,VS1,61.7,55,$816 
2051,0.31,Excellent,G,VS1,61.5,55,$816 
2052,0.31,Excellent,F,VVS2,61.8,56,$821 
2053,0.31,Excellent,D,VS1,61.1,56,$822 
2054,0.31,Excellent,G,VVS1,62,55,$823 
2055,0.31,Excellent,H,VVS1,61.6,55,$827 
2056,0.31,Excellent,G,VVS2,60.5,57,$838 
2057,0.31,Excellent,G,VVS1,61.4,56,$848 
2058,0.31,Excellent,H,IF,61.6,55,$849 
2059,0.31,Excellent,F,VVS2,61.1,57,$873 
2060,0.31,Excellent,D,VS2,61.7,56,$881 
2061,0.31,Excellent,D,VVS2,61.4,55,$920 
2062,0.31,Excellent,F,VVS2,61.4,56,$928 
2063,0.31,Excellent,F,VVS2,62.3,55,$928 
2064,0.31,Excellent,D,VS1,61.3,56,$933 
2065,0.31,Excellent,F,VVS1,61.7,56,$947 
2066,0.31,Excellent,E,VVS2,60.6,57,$988 
2067,0.31,Excellent,E,VVS2,61.9,56,$988 
2068,0.31,Excellent,F,VVS1,61.3,57,"$1,122 "
2069,0.31,Excellent,E,VVS1,61.8,55,"$1,140 "
2070,0.3,Excellent,E,IF,60.1,59,$612 
2071,0.3,Excellent,E,IF,60.6,59,$612 
2072,0.3,Excellent,I,VS1,61.9,55,$614 
2073,0.3,Excellent,J,IF,61.4,56,$630 
2074,0.3,Excellent,H,VVS1,61.7,56,$647 
2075,0.3,Excellent,D,SI1,62,56,$680 
2076,0.3,Excellent,H,SI1,61.8,56,$696 
2077,0.3,Excellent,F,VS2,60.8,57,$706 
2078,0.3,Excellent,E,VS2,61.8,56,$707 
2079,0.3,Excellent,E,VS2,60.3,58,$718 
2080,0.3,Excellent,H,VVS1,61.4,56,$721 
2081,0.3,Excellent,H,VS2,61.5,56,$722 
2082,0.3,Excellent,G,VS1,61.6,57,$722 
2083,0.3,Excellent,G,VS1,61.4,56,$722 
2084,0.3,Excellent,G,VVS1,61,57,$726 
2085,0.3,Excellent,D,VS2,62.1,57,$750 
2086,0.3,Excellent,F,VVS2,60.8,58,$756 
2087,0.3,Excellent,H,VVS2,61.3,56,$758 
2088,0.3,Excellent,D,VS2,61.5,56,$778 
2089,0.3,Excellent,F,VS2,61.3,56,$780 
2090,0.3,Excellent,F,VS2,61.8,55,$780 
2091,0.3,Excellent,D,VS1,61.6,55,$782 
2092,0.3,Excellent,D,VS1,60.4,58,$782 
2093,0.3,Excellent,D,VS1,61.8,58,$788 
2094,0.3,Excellent,G,VS1,61.7,55,$790 
2095,0.3,Excellent,G,VVS2,61.9,56,$801 
2096,0.3,Excellent,G,VVS2,61.8,55,$801 
2097,0.3,Excellent,G,VS1,61.5,56,$810 
2098,0.3,Excellent,E,VS2,62.4,55,$811 
2099,0.3,Excellent,D,VS2,61.6,56,$832 
2100,0.3,Excellent,E,VVS2,60.2,58,$840 
2101,0.3,Excellent,D,VVS1,61.7,57,$858 
2102,0.3,Excellent,E,VVS2,61.1,58,$865 
2103,0.3,Excellent,F,VVS2,61.7,55,$874 
2104,0.3,Excellent,D,VVS2,61.2,57,$881 
2105,0.3,Excellent,F,VVS2,61.6,56,$898 
2106,0.3,Excellent,F,VVS1,61.3,57,$909 
2107,0.3,Excellent,F,VVS1,60.9,58,$916 
2108,0.3,Excellent,E,VVS2,61.4,55,$956 
2109,0.3,Excellent,F,IF,61.4,54,"$1,070 "
2110,0.3,Excellent,D,VVS1,60.7,57,"$1,240 "
2111,0.28,Excellent,J,VVS1,61.8,56,$521 
2112,0.28,Excellent,E,SI1,61.6,56,$539 
2113,0.28,Excellent,F,VVS2,61.2,56,$855 
2114,0.28,Excellent,F,VVS2,61.3,56,$855 
2115,0.27,Excellent,I,VS2,61.7,56,$530 
2116,0.27,Excellent,D,SI1,61.8,56,$546 
2117,0.27,Excellent,D,SI1,61.9,55,$600 
2118,0.27,Excellent,H,VVS1,61.9,56,$614 
2119,0.27,Excellent,G,VS2,61.8,55,$628 
2120,0.27,Excellent,H,VVS2,61.6,56,$645 
2121,0.27,Excellent,F,VS1,61.8,55,$689 
2122,0.27,Excellent,F,VVS2,61.6,55,$825 
2123,0.26,Excellent,G,SI1,61.6,55,$479 
2124,0.26,Excellent,I,VS2,60.8,58,$504 
2125,0.26,Excellent,J,VS2,61.9,55,$506 
2126,0.26,Excellent,I,VS2,61.6,55,$510 
2127,0.26,Excellent,I,VS1,61.6,55,$528 
2128,0.26,Excellent,I,VVS2,61.7,55,$562 
2129,0.26,Excellent,G,VS2,61.5,56,$605 
2130,0.26,Excellent,F,VS2,61.5,56,$625 
2131,0.26,Excellent,H,VVS1,61.5,55,$663 
2132,0.26,Excellent,D,VS2,61.9,56,$673 
2133,0.26,Excellent,E,VS1,61.8,55,$676 
2134,0.26,Excellent,G,VVS1,61.3,56,$699 
2135,0.25,Excellent,G,SI2,60.5,57,$465 
2136,0.25,Excellent,F,SI1,61.5,55,$470 
2137,0.25,Excellent,J,VS1,61.7,55,$485 
2138,0.25,Excellent,I,VS1,61.2,55,$492 
2139,0.25,Excellent,I,VS1,61.8,55,$492 
2140,0.25,Excellent,H,VS2,61.9,56,$543 
2141,0.25,Excellent,H,VS2,61.7,55,$556 
2142,0.25,Excellent,E,VS2,61.8,56,$574 
2143,0.25,Excellent,F,VS2,61.7,56,$576 
2144,0.25,Excellent,J,VVS2,60.1,58,$576 
2145,0.25,Excellent,G,VS2,62,56,$581 
2146,0.25,Excellent,H,IF,61.8,55,$596 
2147,0.25,Excellent,E,VS2,61.6,55,$607 
2148,0.25,Excellent,H,IF,61,56,$618 
2149,0.25,Excellent,F,VS1,61.2,58,$626 
2150,0.25,Excellent,F,VS1,62,56,$638 
2151,0.25,Excellent,H,VVS1,61.7,55,$638 
2152,0.25,Excellent,D,VS2,61.2,55,$640 
2153,0.25,Excellent,G,VVS2,61.3,55,$643 
2154,0.25,Excellent,D,VS2,61.8,55,$647 
2155,0.25,Excellent,E,VS1,61.7,55,$650 
2156,0.25,Excellent,G,VVS1,61.7,55,$672 
2157,0.25,Excellent,F,IF,61.2,56,$842 
2158,0.24,Excellent,F,SI1,61.3,55,$451 
2159,0.24,Excellent,E,SI1,61.8,56,$462 
2160,0.24,Excellent,I,VS2,61.4,57,$465 
2161,0.24,Excellent,I,VS2,62.2,57,$467 
2162,0.24,Excellent,H,VS1,61.1,57,$497 
2163,0.24,Excellent,G,VS2,61.8,55,$510 
2164,0.24,Excellent,H,SI1,62.2,57,$518 
2165,0.24,Excellent,G,VS2,62.1,56,$558 
2166,0.24,Excellent,G,VS1,61.8,55,$565 
2167,0.24,Excellent,F,VS2,60.9,57,$577 
2168,0.24,Excellent,E,VS1,61.5,55,$577 
2169,0.24,Excellent,E,VS2,61.3,56,$583 
2170,0.24,Excellent,H,VVS2,61.4,56,$596 
2171,0.24,Excellent,D,VS1,61.5,55,$597 
2172,0.24,Excellent,D,VS2,61.8,55,$615 
2173,0.24,Excellent,E,VS1,61.5,55,$624 
2174,0.24,Excellent,G,VVS1,61.9,54,$626 
2175,0.24,Excellent,F,VS1,61.7,56,$673 
2176,0.24,Excellent,D,VVS2,61.9,56,$688 
2177,0.24,Excellent,F,VVS1,61.3,56,$701 
2178,0.24,Excellent,E,VVS1,61.8,55,$718 
2179,0.24,Excellent,F,VVS2,61.5,57,$733 
2180,0.24,Excellent,F,VVS2,61.2,56,$733 
2181,0.24,Excellent,F,VVS2,61.9,55,$733 
2182,0.24,Excellent,F,VVS2,61.2,56,$733 
2183,0.24,Excellent,F,VVS1,62,55,$778 
2184,0.24,Excellent,D,VVS1,61.4,56,$804 
2185,0.24,Excellent,D,VVS1,61.3,56,$804 
2186,0.24,Excellent,E,VVS1,61.6,55,$805 
2187,0.24,Excellent,E,VVS1,61.3,56,$805 
2188,0.24,Excellent,E,VVS1,61.9,56,$805 
2189,0.24,Excellent,E,VVS1,61.7,55,$805 
2190,0.24,Excellent,E,IF,61.9,55,$838 
2191,0.23,Excellent,I,VS1,61.4,55,$467 
2192,0.23,Excellent,G,VS2,61.1,56,$474 
2193,0.23,Excellent,J,VVS1,60.5,58,$529 
2194,0.23,Excellent,E,VS2,61.8,56,$529 
2195,0.23,Excellent,J,IF,61.2,56,$538 
2196,0.23,Excellent,F,VS2,61.4,57,$553 
2197,0.23,Excellent,F,VS2,62,55,$553 
2198,0.23,Excellent,E,VS2,61.1,56,$559 
2199,0.23,Excellent,E,VS2,61.6,55,$559 
2200,0.23,Excellent,E,VS2,61.4,56,$559 
2201,0.23,Excellent,D,VS2,61.6,55,$562 
2202,0.23,Excellent,D,VS2,61.9,55,$569 
2203,0.23,Excellent,D,VS1,61.8,55,$572 
2204,0.23,Excellent,F,VS1,61.7,55,$587 
2205,0.23,Excellent,F,VS1,61.8,55,$587 
2206,0.23,Excellent,F,VS1,61.7,55,$587 
2207,0.23,Excellent,G,VVS2,61.6,56,$592 
2208,0.23,Excellent,J,IF,61.6,56,$600 
2209,0.23,Excellent,G,IF,61.6,55,$625 
2210,0.23,Excellent,F,VVS2,61.5,56,$654 
2211,0.23,Excellent,D,VVS2,61.9,55,$660 
2212,0.23,Excellent,F,VVS1,61.8,55,$672 
2213,0.23,Excellent,F,VVS2,61.7,55,$703 
2214,0.23,Excellent,F,VVS2,61.7,55,$703 
2215,0.23,Excellent,F,VVS2,61.1,57,$703 
2216,0.23,Excellent,F,VVS2,61.5,55,$703 
2217,0.23,Excellent,F,VVS2,61.8,55,$703 
2218,0.23,Excellent,F,VVS2,61.6,55,$703 
2219,0.23,Excellent,F,VVS1,61.7,55,$746 
2220,0.23,Excellent,D,VVS2,61.3,56,$754 
2221,0.23,Excellent,D,VVS2,61.4,56,$754 
2222,0.23,Excellent,D,VVS1,61.5,56,$771 
2223,0.23,Excellent,D,VVS1,61.8,56,$771 
2224,0.23,Excellent,E,VVS1,61.9,55,$772 
2225,0.23,Excellent,D,VVS1,61.4,55,$821 
2226,0.23,Excellent,D,IF,61.5,55,$869 
2227,2.02,Very Good,E,VS1,61.7,55,"$23,967 "
2228,1.05,Very Good,I,VVS2,58,63,"$4,755 "
2229,1.04,Very Good,F,SI2,65,57,"$3,600 "
2230,1.03,Very Good,E,SI1,64.2,57,"$5,277 "
2231,1.02,Very Good,I,VS1,61.4,57,"$5,150 "
2232,1.02,Very Good,I,I1,59.3,61,"$3,300 "
2233,1.01,Very Good,F,VS2,60.4,57,"$6,750 "
2234,0.9,Very Good,J,VS2,63,58,"$2,647 "
2235,0.84,Very Good,H,SI1,60.4,52.1,"$3,682 "
2236,0.67,Very Good,E,IF,58.2,65.5,"$2,800 "
2237,0.48,Very Good,J,SI2,62.8,59,$780 
2238,0.42,Very Good,F,SI1,60.2,57,$740 
2239,0.4,Very Good,F,VS1,62.4,57,$810 
2240,0.4,Very Good,G,VS2,59.7,62,$896 
2241,0.35,Very Good,H,IF,58.6,63.5,$625 
2242,2.01,Good,I,VS1,63.5,60,"$13,501 "
2243,1.68,Good,J,IF,61.2,60,"$9,430 "
2244,1.58,Good,G,VVS2,59,61,"$12,018 "
2245,1.4,Good,H,VS2,60.1,67,"$7,995 "
2246,1.29,Good,E,SI1,56.2,68,"$7,250 "
2247,1.23,Good,G,VVS1,59.5,67,"$9,200 "
